NATAL,16,1,1005.9,1005.1,1004.4
NATAL,12,1,1007.5,1007.7,1007.5
NATAL,23,1,1004.9,1006.7,1007.1
NATAL,10,1,1005.1,1006.2,1006.7
NATAL,18,1,1004.9,1004.5,1004.9
NATAL,13,1,1007.3,1007.1,1006.7
NATAL,9,1,1006.9,1007.6,1007.9
NATAL,11,1,1007,1007.8,1008.2
NATAL,23,1,1006.7,1007.5,1007.9
NATAL,11,1,1006.3,1008.9,1009.5
NATAL,13,2,1009.5,1009.15,1007.9
NATAL,16,1,1007.2,1006.6,1006.2
NATAL,21,1,1005.8,1006.6,1007.8
NATAL,17,1,1005.1,1004.6,1004
NATAL,16,2,1005.7,1004.9,1004.4
NATAL,16,1,1005.8,1005,1004.3
NATAL,12,1,1008.6,1009.1,1008.7
NATAL,20,1,1005.5,1005.8,1006.2
NATAL,12,3,1010.3,1010.23,1009.4
NATAL,18,6,1008.3,1009.37,1008.3
NATAL,17,1,1008.6,1008,1007.8
NATAL,19,2,1006.6,1007.25,1008.1
NATAL,11,1,1009.1,1009.5,1009.6
NATAL,10,1,1007.2,1008.2,1009
NATAL,11,2,1009.1,1009.7,1009.5
NATAL,17,1,1007.8,1007.2,1006.8
NATAL,4,1,1008.2,1009.5,1009.1
NATAL,11,2,1007.4,1007.8,1007.7
NATAL,12,1,1008.9,1009.2,1008.9
NATAL,3,1,1007.6,1008.5,1007.7
NATAL,12,1,1009.1,1009.3,1009.3
NATAL,21,1,1007,1007.5,1007.4
NATAL,14,1,1008.1,1007.8,1007.3
NATAL,9,2,1007.3,1008,1008.8
NATAL,14,5,1009.7,1009.02,1007.5
NATAL,17,2,1008.6,1008.4,1008.2
NATAL,11,1,1009.2,1010,1010.6
NATAL,21,1,1008.5,1009,1009.3
NATAL,11,1,1010,1010.8,1011.2
NATAL,18,1,1008.1,1008.2,1008.5
NATAL,9,2,1009,1010.45,1011.6
NATAL,12,7,1011.6,1010.8,1009.1
NATAL,8,1,1009.7,1010.2,1010.5
NATAL,21,1,1009.6,1010.2,1009.7
NATAL,10,1,1009.7,1010.4,1010.7
NATAL,14,1,1011.4,1011.1,1010.3
NATAL,10,7,1009.9,1011.56,1010.4
NATAL,18,2,1010.4,1010.35,1010
NATAL,21,1,1010,1009.5,1009.7
NATAL,21,3,1009.6,1010.17,1010.4
NATAL,10,3,1010.4,1011.73,1012.2
NATAL,14,1,1012.2,1012.4,1011.3
NATAL,16,2,1011.3,1010,1009.1
NATAL,20,7,1007.9,1010.29,1011.6
NATAL,16,2,1011.2,1010.65,1010.4
NATAL,10,1,1011.2,1011.8,1012.2
NATAL,20,1,1009.7,1010.2,1010.6
NATAL,9,1,1011.3,1010.6,1011.1
NATAL,14,1,1011.4,1010.9,1009.9
NATAL,15,1,1009,1008.6,1007.3
NATAL,7,1,1006.8,1007.6,1008
NATAL,21,1,1008,1008.6,1009
NATAL,14,1,1010.6,1009.8,1008.7
NATAL,13,1,1009.8,1009.8,1009.3
NATAL,0,3,1009.3,1010.57,1010.2
NATAL,9,1,1007.8,1007.9,1008.6
NATAL,11,2,1008.6,1009.55,1009.3
NATAL,10,1,1009.7,1010.3,1010.9
NATAL,5,1,1006.2,1005.2,1005.3
NATAL,14,2,1010.6,1010.35,1008.4
NATAL,10,1,1007.4,1008.4,1009
NATAL,9,1,1007.9,1009.8,1010.1
NATAL,5,2,1009.5,1008.7,1009.1
NATAL,2,1,1008.4,1009.5,1008.1
NATAL,9,1,1008,1008.5,1008.9
NATAL,21,1,1008.7,1009,1009.4
NATAL,19,1,1005.1,1005.2,1005.3
NATAL,16,1,1006.7,1006.1,1005.2
NATAL,19,3,1005.9,1006.53,1007.4
NATAL,12,1,1008.5,1008.5,1008.2
NATAL,10,1,1007.2,1007.6,1008.2
NATAL,9,1,1004.8,1005.5,1006.1
NATAL,6,1,1004.4,1004.7,1004.9
NATAL,9,1,1007.4,1008.3,1008.7
NATAL,9,1,1006.6,1006.5,1007.3
NATAL,12,1,1007.8,1008.7,1008.8
NATAL,14,1,1007.9,1007.7,1007.5
NATAL,15,1,1005.5,1004.9,1004.4
NATAL,11,1,1005.1,1005.7,1006.1
NATAL,10,1,1003.7,1004.7,1005.3
NATAL,8,2,1004.3,1005.5,1006.1
NATAL,12,7,1006.9,1007.2,1006.4
NATAL,9,1,1006.9,1007.3,1007.9
NATAL,13,1,1008.2,1008.6,1007.7
NATAL,16,4,1006.9,1006.28,1004.8
NATAL,2,1,1005.8,1006.7,1005.8
NATAL,4,1,1005.8,1005.4,1005
NATAL,6,2,1005,1004.6,1004.9
NATAL,9,3,1004.9,1006.4,1007.3
NATAL,13,2,1007.3,1007.1,1006.3
NATAL,16,1,1006.3,1005.9,1005.8
NATAL,20,2,1005.8,1006.15,1005.9
NATAL,19,2,1003.9,1005.15,1005.9
NATAL,13,1,1007,1007.2,1007.2
NATAL,15,1,1007.2,1007.1,1006
NATAL,11,1,1007.6,1008.7,1009.4
NATAL,13,1,1009.4,1010,1009.9
NATAL,21,1,1008.5,1009,1008.1
NATAL,3,1,1005.6,1006,1005.3
NATAL,9,1,1005.3,1005.2,1005.9
NATAL,11,1,1005.9,1006.4,1006.4
NATAL,13,1,1006.4,1006.1,1005.4
NATAL,16,1,1004.7,1003.8,1003.2
NATAL,18,1,1003.2,1003.2,1003.3
NATAL,20,4,1003.3,1004.45,1004.6
NATAL,11,3,1004.9,1006.07,1005.6
NATAL,15,6,1005.6,1004.32,1004.4
NATAL,9,7,1004.4,1006.24,1004.7
NATAL,13,1,1006.8,1006.8,1006.4
NATAL,20,1,1009.9,1010.4,1010.9
NATAL,10,3,1008.6,1009.7,1010
NATAL,14,1,1010,1009.5,1009.1
NATAL,16,4,1009.1,1008.2,1008.3
NATAL,21,5,1008.3,1009.08,1008.6
NATAL,9,3,1008.1,1009.83,1010.2
NATAL,10,5,1008.5,1012.44,1011.4
NATAL,16,3,1011.4,1010.67,1010.6
NATAL,15,1,1011.7,1011.7,1010.7
NATAL,12,2,1012.1,1012.85,1012.4
NATAL,15,3,1012.4,1010.73,1009.7
NATAL,10,1,1010.6,1011.5,1012.2
NATAL,9,3,1010.3,1011.8,1012.7
NATAL,12,1,1010.9,1011,1010.9
NATAL,16,1,1012.7,1012.5,1012.2
NATAL,5,1,1009.4,1010.2,1010.1
NATAL,10,2,1009,1010.2,1010.5
NATAL,13,1,1010.2,1009.9,1009.3
NATAL,18,1,1007.1,1007.2,1007.3
NATAL,0,1,1008,1009.8,1009.1
NATAL,4,1,1009.1,1008.3,1007.9
NATAL,11,2,1009.4,1010.45,1010.7
NATAL,10,1,1007.4,1007.9,1008.6
NATAL,19,1,1006.6,1007.2,1007.3
NATAL,10,1,1007.3,1008.1,1008.8
NATAL,10,3,1009.7,1010.93,1011.1
NATAL,3,1,1010.6,1009.5,1008.7
NATAL,8,4,1008.4,1009.25,1009.9
NATAL,0,1,1009.3,1011.4,1008.5
NATAL,20,1,1003.6,1003.7,1004.4
NATAL,6,1,1005.9,1005.6,1006
NATAL,9,1,1006.2,1006.9,1007
NATAL,13,3,1007.9,1008.03,1006.2
NATAL,17,1,1006.2,1005.4,1004.4
NATAL,4,2,1005.9,1005.75,1005.1
NATAL,1,1,1008.5,1009.1,1008.7
NATAL,3,1,1008.7,1008.2,1006.8
NATAL,5,4,1007,1006.72,1006.6
NATAL,6,1,1006.3,1006.4,1006.5
NATAL,11,1,1008.2,1008.9,1009.1
NATAL,6,2,1005.8,1005.75,1006.2
NATAL,10,2,1005.4,1006.55,1007
NATAL,22,1,1005.8,1006.5,1006.2
NATAL,6,1,1004.7,1004.6,1004.1
NATAL,10,5,1005.5,1007.18,1007
NATAL,18,1,1005,1004.8,1005.1
NATAL,9,1,1005.6,1005.9,1006.4
NATAL,11,5,1005.3,1006.1,1005.1
NATAL,19,1,1005.3,1005.2,1004.9
NATAL,8,2,1005.1,1005.8,1007.4
NATAL,12,1,1006.7,1006.9,1006.7
NATAL,13,2,1008.5,1008.6,1007.1
NATAL,2,1,1008.1,1008.1,1007.5
NATAL,22,3,1006.4,1008.07,1008.5
NATAL,13,1,1008.6,1008.2,1007.9
NATAL,6,1,1004.4,1004.7,1004.6
NATAL,9,3,1004.9,1006.2,1007.7
NATAL,17,2,1005.6,1005.05,1004.4
NATAL,3,13,1007.4,1006.8,1006.1
NATAL,22,13,1006.9,1006.2,1007.5
NATAL,18,11,1004.2,1006.01,1006
NATAL,23,3,1006.6,1007.37,1007.2
NATAL,2,1,1007.1,1006.6,1005.8
NATAL,4,1,1005.8,1005.4,1004.3
NATAL,13,2,1006.4,1005.95,1005.1
NATAL,13,13,1006.3,1005.01,1006.8
NATAL,11,3,1006.2,1006.9,1006.1
NATAL,21,2,1006.1,1006.75,1007.6
NATAL,11,14,1007.5,1007.44,1007.7
NATAL,5,2,1007,1006.8,1007
NATAL,1,4,1007.5,1007.17,1006.1
NATAL,8,5,1006.1,1007.66,1008.4
NATAL,2,10,1007.6,1006.41,1008.2
NATAL,14,5,1007.8,1005.88,1005.1
NATAL,20,1,1005.1,1005.5,1005.9
NATAL,13,1,1006.2,1006,1005.3
NATAL,10,1,1006.6,1007.6,1008.2
NATAL,12,1,1008.2,1008.4,1008.2
NATAL,17,2,1005.7,1005.35,1005.3
NATAL,0,2,1006.5,1007.25,1007.1
NATAL,4,1,1006.8,1006.2,1005.7
NATAL,11,1,1006.5,1007.2,1007.6
NATAL,20,1,1004.4,1005,1004.8
NATAL,7,1,1005.9,1006,1006.5
NATAL,1,4,1007.6,1007.5,1006.4
NATAL,7,1,1006.6,1006.5,1006.7
NATAL,2,4,1008,1007.25,1006.3
NATAL,7,1,1006.3,1007,1007.2
NATAL,22,1,1006.8,1007.3,1007.9
NATAL,10,1,1007.7,1008.6,1009.1
NATAL,13,1,1008.9,1008.9,1008.5
NATAL,2,1,1008.3,1008.4,1007.9
NATAL,2,2,1010,1009.8,1008.8
NATAL,8,5,1008.4,1009.34,1009.7
NATAL,20,1,1007.6,1008,1008.2
NATAL,11,1,1008.7,1009.3,1009.3
NATAL,21,1,1007.4,1007.8,1008.2
NATAL,0,4,1008.7,1009.12,1007.9
NATAL,6,2,1007.6,1007.75,1008.1
NATAL,9,1,1008.1,1008.6,1009.2
NATAL,11,2,1009.2,1010.05,1010
NATAL,23,1,1009.2,1009.9,1010
NATAL,1,1,1010,1010,1009.6
NATAL,6,1,1007.8,1007.7,1007.7
NATAL,8,4,1007.7,1009.12,1009.9
NATAL,15,5,1009.5,1008.64,1009
NATAL,21,1,1009,1008.9,1009.5
NATAL,6,2,1009.3,1009.25,1009.6
NATAL,10,5,1010,1011.76,1010.9
NATAL,4,2,1010.1,1009.45,1009.1
NATAL,7,2,1009.1,1009.25,1009.6
NATAL,14,1,1010.7,1010.3,1009.5
NATAL,16,1,1009.5,1009,1008.4
NATAL,22,1,1009.9,1010.3,1010.7
NATAL,0,1,1010.7,1010.9,1010.9
NATAL,2,1,1010.9,1010.7,1010.1
NATAL,5,1,1009.5,1008.9,1008.4
NATAL,19,2,1008,1008.65,1009.4
NATAL,6,2,1009.1,1008.75,1008.6
NATAL,19,1,1008.5,1008.7,1008.7
NATAL,6,1,1008.7,1008.6,1008.8
NATAL,6,1,1008.1,1007.9,1007.7
NATAL,8,5,1007.7,1008.86,1009.2
NATAL,6,1,1007.7,1007.1,1007.1
NATAL,12,4,1008.7,1008.7,1007.1
NATAL,17,1,1007.1,1006.6,1006.5
NATAL,23,1,1007.8,1008.5,1008.7
NATAL,23,1,1006.4,1007.2,1007.5
NATAL,4,1,1007.1,1006.8,1006.2
NATAL,7,1,1005.7,1006.1,1006.6
NATAL,11,1,1008.2,1008.5,1008.8
NATAL,21,1,1007.5,1007.7,1008.3
NATAL,5,1,1008.9,1008.6,1008.6
NATAL,4,1,1010.8,1010.5,1009.9
NATAL,6,2,1009.9,1009.9,1010.1
NATAL,9,2,1010.1,1010.5,1011.2
NATAL,2,2,1009.3,1008.95,1008.4
NATAL,5,1,1008.4,1008,1007.8
NATAL,13,1,1009.8,1009.9,1009.5
NATAL,23,1,1009,1009.7,1010.1
NATAL,22,2,1007.5,1008.2,1008.9
NATAL,6,1,1007.3,1007.4,1007.4
NATAL,15,1,1009,1008.3,1007.4
NATAL,18,1,1009.6,1009.3,1009.5
NATAL,23,1,1010.3,1011,1011
NATAL,6,2,1009.8,1009.85,1010
NATAL,9,1,1010,1010.3,1010.9
NATAL,15,1,1009.6,1009.5,1008.6
NATAL,3,4,1010.7,1010,1009.9
NATAL,8,2,1009.9,1010.45,1011
NATAL,4,1,1011.6,1011,1010.5
NATAL,7,2,1010.5,1011.15,1011.1
NATAL,10,2,1011.1,1012.3,1012.7
NATAL,13,1,1012.7,1012.7,1012
NATAL,4,1,1010.4,1009.7,1009.3
NATAL,8,1,1009,1009.6,1009.8
NATAL,7,1,1009,1009.2,1009.5
NATAL,6,1,1008.4,1008.1,1008.1
NATAL,18,1,1007.6,1007.5,1007.7
NATAL,17,1,1009.1,1008.5,1008.3
NATAL,3,3,1013.4,1012.57,1012.4
NATAL,7,1,1012.4,1012.9,1012.6
NATAL,10,2,1012.6,1013.3,1013.6
NATAL,23,1,1011.9,1012.9,1013
NATAL,1,1,1013,1013.2,1013.1
NATAL,4,1,1012.8,1012,1011.7
NATAL,20,2,1008.5,1009.1,1009.9
NATAL,6,1,1010.3,1010,1010
NATAL,12,1,1012.2,1012.4,1012.3
NATAL,8,2,1009.4,1009.65,1010.6
NATAL,23,1,1011.8,1012.6,1013.1
NATAL,20,1,1009.3,1009.6,1010.2
NATAL,13,2,1012.5,1012.1,1010.6
NATAL,0,1,1012,1012.5,1012.6
NATAL,1,1,1012.5,1012.6,1012.3
NATAL,10,1,1009.9,1010.2,1010.6
NATAL,22,1,1007.9,1008.3,1008.7
NATAL,0,1,1008.7,1009.2,1009.8
NATAL,3,5,1009.3,1007.84,1008.1
NATAL,9,1,1008.1,1008.5,1008.8
NATAL,14,1,1009.4,1009,1008.3
NATAL,16,1,1008.3,1007.6,1007.5
NATAL,6,1,1007.8,1007.9,1007.9
NATAL,11,1,1008.4,1009.1,1009
NATAL,1,1,1009.1,1009.1,1008.9
NATAL,5,3,1007.7,1007.4,1007.8
NATAL,13,1,1006.2,1006.1,1005.8
NATAL,11,1,1007.4,1008.1,1008.4
NATAL,4,2,1006.3,1005.45,1005.4
NATAL,8,3,1005.4,1007.03,1008.3
NATAL,5,2,1005.9,1006,1006.6
NATAL,12,1,1008,1008.2,1008.4
NATAL,15,1,1008.5,1007.8,1007
NATAL,17,1,1007,1007,1006.8
NATAL,19,6,1006.8,1008.22,1009.4
NATAL,2,1,1009.4,1009.1,1008.3
NATAL,5,1,1007.7,1007.4,1006.6
NATAL,8,3,1006.7,1007.33,1008.4
NATAL,13,1,1008.5,1008.2,1008.2
NATAL,6,1,1006.2,1005.9,1005.6
NATAL,10,2,1007,1008,1008.6
NATAL,7,1,1006.7,1006.8,1007
NATAL,14,1,1008.3,1008.4,1007.6
NATAL,10,2,1004.6,1006,1006.7
NATAL,13,4,1006.7,1006.5,1005
NATAL,4,1,1006.3,1005.8,1005.4
NATAL,9,1,1005.1,1005.9,1006.4
NATAL,15,6,1005.2,1004.27,1003.8
NATAL,5,3,1004.2,1003.43,1003.6
NATAL,15,2,1005.9,1005.9,1003.7
NATAL,0,2,1007.3,1007.75,1007.6
NATAL,3,1,1007.6,1006.9,1006.5
NATAL,18,1,1005.5,1005.2,1005.4
NATAL,22,1,1006.5,1007.4,1007.3
NATAL,5,1,1006.2,1005.9,1005.6
NATAL,6,1,1006.9,1006.9,1006.3
NATAL,6,1,1004.5,1003.8,1003.9
NATAL,12,1,1006.8,1007.2,1007
NATAL,7,1,1004.3,1004.2,1004.5
NATAL,9,1,1004.1,1004.2,1005
NATAL,11,3,1005,1006.53,1006.5
NATAL,20,1,1003.5,1004.3,1004.6
NATAL,3,10,1006.6,1006.52,1007.9
NATAL,2,1,1007.8,1007.4,1007.1
NATAL,4,5,1007.1,1006.28,1006.6
NATAL,17,1,1004.6,1004.4,1004.1
NATAL,3,1,1006.3,1005.7,1005
NATAL,12,1,1007.8,1007.7,1007.8
NATAL,8,1,1004.6,1004.6,1005.4
NATAL,11,2,1006,1007.05,1007.3
NATAL,2,1,1006.1,1006.2,1005.2
NATAL,11,1,1006,1006.6,1006.9
NATAL,13,1,1006.9,1007.2,1006.2
NATAL,5,1,1005.1,1004.5,1004.4
NATAL,7,4,1004.4,1005.05,1006.4
NATAL,2,2,1004.9,1004.75,1003.9
NATAL,5,1,1003.9,1003.8,1003.3
NATAL,7,2,1003.3,1003.95,1004.9
NATAL,10,1,1004.9,1005.4,1005.6
NATAL,22,1,1005.7,1006,1007.2
NATAL,7,1,1005.9,1006,1005.8
NATAL,18,1,1005,1004.6,1004.7
NATAL,22,2,1005.6,1006.85,1006.9
NATAL,19,1,1003.6,1003.6,1003.8
NATAL,17,1,1004.4,1003.6,1003.9
NATAL,14,1,1007.2,1006.9,1006.2
NATAL,5,1,1006.6,1006,1006
NATAL,3,2,1007.3,1006.5,1005.8
NATAL,5,2,1004.4,1004.25,1004.7
NATAL,8,1,1004.7,1005.3,1005.8
NATAL,10,5,1005.8,1008.52,1007
NATAL,10,2,1008,1009.3,1010.2
NATAL,13,3,1010.2,1009.33,1007.5
NATAL,17,1,1007,1006.2,1006
NATAL,12,1,1009.2,1009.6,1009.4
NATAL,2,1,1009.3,1009,1008
NATAL,8,3,1006.1,1006.9,1007.8
NATAL,1,7,1007.6,1007.33,1006.4
NATAL,11,1,1007.5,1007.5,1007.6
NATAL,7,1,1005.2,1005.1,1005.2
NATAL,14,1,1008.2,1007.6,1006.5
NATAL,4,1,1007,1006.6,1005.7
NATAL,3,1,1007.9,1007.5,1007.1
NATAL,6,1,1006.9,1006.7,1006.5
NATAL,21,1,1007.1,1007.5,1008
NATAL,17,1,1007.9,1006.8,1006.9
NATAL,5,1,1007.8,1007.4,1007.1
NATAL,11,1,1008.5,1009.3,1009.1
NATAL,1,1,1008.4,1008.6,1008.3
NATAL,12,7,1006.7,1006.93,1005.4
NATAL,1,1,1007.3,1007.3,1006.8
NATAL,4,3,1006,1004.97,1004.6
NATAL,11,1,1006.1,1006.7,1007.1
NATAL,0,1,1007.1,1007.9,1007.8
NATAL,6,4,1006.1,1006.38,1007.4
NATAL,10,2,1006.5,1007.4,1007.7
NATAL,11,3,1007.3,1008.3,1007.7
NATAL,0,3,1007.6,1008.17,1007.5
NATAL,4,1,1007.5,1006.8,1006.3
NATAL,10,1,1007.7,1008.3,1008.6
NATAL,22,1,1007.4,1008.3,1008.4
NATAL,1,2,1008.5,1007.85,1007.5
NATAL,7,11,1006.5,1008.27,1007.1
NATAL,5,2,1007.8,1007.35,1007
NATAL,10,1,1008.1,1008.6,1009.5
NATAL,22,2,1007.5,1008.75,1009.7
NATAL,10,1,1007.7,1008.4,1008.9
NATAL,20,5,1006.7,1008.38,1009.5
NATAL,5,3,1008.4,1007.57,1007.5
NATAL,16,2,1009.2,1008.8,1008.1
NATAL,14,5,1010,1008.04,1007.2
NATAL,12,1,1009.6,1009.7,1009.5
NATAL,8,1,1006.5,1006.6,1007
NATAL,10,1,1007,1007.7,1008.2
NATAL,5,1,1007.3,1006.7,1006.4
NATAL,15,1,1007.6,1007.4,1006.6
NATAL,22,2,1007.7,1008.35,1009
NATAL,5,1,1008.3,1007.7,1007.3
NATAL,10,1,1009.2,1010.5,1011.4
NATAL,9,1,1008.2,1008.9,1009.6
NATAL,3,2,1010.1,1009.75,1009.2
NATAL,23,3,1007.7,1009.03,1008.9
NATAL,22,1,1008.3,1008.6,1008.9
NATAL,1,1,1009.8,1010,1010.1
NATAL,3,3,1010.1,1009.13,1008.3
NATAL,7,6,1008.3,1009.9,1010.7
NATAL,1,2,1008.6,1008.5,1008.1
NATAL,6,1,1006.9,1006.7,1006.7
NATAL,9,1,1006.7,1007.2,1007.7
NATAL,8,1,1006.2,1006.6,1007.2
NATAL,5,4,1009.7,1009.55,1009.8
NATAL,2,1,1009.5,1009.5,1008.6
NATAL,6,1,1008,1007.8,1007.5
NATAL,13,3,1009.5,1009,1007.7
NATAL,10,2,1008.1,1009.2,1009.5
NATAL,15,2,1009.3,1008.95,1008.2
NATAL,18,1,1008.2,1007.5,1007.4
